frequency_hz,target_db
20.0,-2.99655379686104
20.291125935367017,-2.99655379686104
20.58648958624621,-2.99655379686104
20.886152638082173,-2.99655379686104
21.190177674231172,-2.9965537968610403
21.498628189031372,-2.9965537968610394
21.811568601063346,-2.99655379686104
22.129064266603667,-2.9965537968610403
22.451181493274255,-2.9965537968610403
22.777987553890473,-2.9965537968610394
23.109550700510702,-2.99655379686104
23.445940178690584,-2.99655379686104
23.78722624194462,-2.9965537968610403
24.133480166418266,-2.99655379686104
24.48477426577376,-2.9965537968610394
24.84118190629244,-2.99655379686104
25.20277752219703,-2.99655379686104
25.56963663119685,-2.99655379686104
25.941835850259448,-2.99655379686104
26.319452911611677,-2.99655379686104
26.70256667897373,-2.99655379686104
27.09125716402955,-2.99655379686104
27.485605543136888,-2.9965537968610394
27.885694174280616,-2.9965537968610403
28.291606614272915,-2.99655379686104
28.703427636203724,-2.9965537968610394
29.121243247145188,-2.99655379686104
29.545140706113962,-2.9965537968610403
29.97520854229484,-2.9965537968610403
30.411536573529702,-2.99655379686104
30.854215925075554,-2.9965537968610394
31.30333904863573,-2.99655379686104
31.758999741667992,-2.9965537968610394
32.22129316697369,-2.9965537968610394
32.69031587257219,-2.99655379686104
33.16616581186448,-2.9965537968610394
33.648942364090324,-2.9965537968610394
34.13874635508316,-2.9965537968610394
34.6356800783272,-2.9965537968610394
35.139847316321,-2.9965537968610403
35.65135336225191,-2.9965537968610394
36.17030504198619,-2.99655379686104
36.696810736379135,-2.9965537968610394
37.23098040390987,-2.9965537968610394
37.77292560364584,-2.9965537968610394
38.32275951854136,-2.9965537968610394
38.88059697907539,-2.9965537968610394
39.446554487233456,-2.9965537968610394
40.020750240838545,-2.9965537968610394
40.603304158236256,-2.9965537968610403
41.194337903339154,-2.9965537968610403
41.79397491103588,-2.99655379686104
42.40234041296995,-2.9965537968610394
43.019561463693776,-2.9965537968610394
43.645766967203606,-2.9965537968610394
44.28108770386051,-2.9965537968610403
44.925656357703296,-2.9965537968610394
45.57960754415897,-2.99655379686104
46.24307783815673,-2.9965537968610394
46.916205802650886,-2.9965537968610403
47.59913201755929,-2.9965537968610403
48.2919991091228,-2.9965537968610394
48.994951779692144,-2.9965537968610394
49.70813683794838,-2.9965537968610403
50.43170322956335,-2.9965537968610394
51.16580206830629,-2.99655379686104
51.910586667603255,-2.99655379686104
52.666212572556084,-2.99655379686104
53.432837592427255,-2.99655379686104
54.21062183359775,-2.99655379686104
54.999727733004434,-2.99655379686104
55.80032009206454,-2.99655379686104
56.61256611109363,-2.9965537968610394
57.43663542422458,-2.99655379686104
58.27270013483517,-2.99655379686104
59.120934851490944,-2.9965537968610394
59.98151672441161,-2.99655379686104
60.854625482467945,-2.9965537968610394
61.74044347071762,-2.99655379686104
62.63915568848697,-2.99655379686104
63.55094982800752,-2.99655379686104
64.47601631361456,-2.9965537968610394
65.41454834151656,-2.99655379686104
66.36674192014335,-2.9965537968610394
67.33279591108153,-2.99655379686104
68.31291207060603,-2.9965537968610394
69.30729509181603,-2.9965537968610394
70.31615264738417,-2.9965537968610394
71.33969543292815,-2.99655379686104
72.37813721101365,-2.99655379686104
73.43169485579757,-2.99655379686104
74.50058839832158,-2.9965537968610394
75.5850410724643,-2.99655379686104
76.68527936156308,-2.99655379686104
77.80153304571388,-2.9965537968610394
78.93403524975994,-2.9965537968610394
80.08302249197895,-2.99655379686104
81.24873473347871,-2.99655379686104
82.43141542831228,-2.99655379686104
83.631311574322,-2.99655379686104
84.84867376472424,-2.9965537968610394
86.08375624044454,-2.99655379686104
87.33681694321483,-2.99655379686104
88.60811756944344,-2.9965537968610394
89.89792362486922,-2.99655379686104
91.20650448001135,-2.9965537968610394
92.53413342642631,-2.9965537968610394
93.88108773378354,-2.99655379686104
95.24764870777207,-2.99655379686104
96.63410174885009,-2.99655379686104
98.04073641184935,-2.9965537968610394
99.46784646644794,-2.99655379686104
100.9157299585223,-2.9919751470684286
102.3846892723933,-2.9846303504990734
103.87503119397765,-2.9771786408911516
105.38706697485888,-2.9696184619867454
106.9211123972911,-2.9619482348745843
108.47748784014826,-2.9541663576602986
110.05651834583462,-2.946271205131867
111.65853368816803,-2.9382611284201996
113.2838684412519,-2.9301344546547803
114.93286204934957,-2.9218894866142917
116.60585889777583,-2.913524502372161
118.3032083848203,-2.9050377549369384
120.0252649947179,-2.8964274718874505
121.77238837168096,-2.8876918550026347
123.54494339501002,-2.87882907988599
125.3433002552969,-2.869837295584555
127.1678345317375,-2.8607146242023522
129.01892727057012,-2.8514591605081896
130.8969650646548,-2.8420689715377656
132.80234013421236,-2.832542096189978
