frequency_hz,target_db
20.0,-0.4987076738228902
20.291125935367017,-0.503559772745674
20.58648958624621,-0.508482500260327
20.886152638082173,-0.513476884457593
21.190177674231172,-0.5185439683934099
21.498628189031372,-0.5236848103067462
21.811568601063346,-0.5289004838406124
22.129064266603667,-0.5341920782662848
22.451181493274255,-0.5395606987107946
22.777987553890473,-0.5450074663877313
23.109550700510702,-0.5505335188314022
23.445940178690584,-0.5561400101343998
23.78722624194462,-0.5618281111886338
24.133480166418266,-0.5675990099298611
24.48477426577376,-0.573453911585786
24.84118190629244,-0.5793940389277645
25.20277752219703,-0.5854206325261744
25.56963663119685,-0.5915349510095045
25.941835850259448,-0.5977382713272144
26.319452911611677,-0.6040318890164185
26.70256667897373,-0.6104171184724525
27.09125716402955,-0.6168952932233827
27.485605543136888,-0.6234677662085046
27.885694174280616,-0.6301359100609003
28.291606614272915,-0.6369011173941053
28.703427636203724,-0.6437648010929522
29.121243247145188,-0.6507283946086433
29.545140706113962,-0.6577933522581227
29.97520854229484,-0.664961149527804
30.411536573529702,-0.6722332833817182
30.854215925075554,-0.679611272574149
31.30333904863573,-0.687096657966819
31.758999741667992,-0.6946910028506896
32.22129316697369,-0.7023958932724512
32.69031587257219,-0.7102129383657598
33.16616581186448,-0.718143770687298
33.648942364090324,-0.7261900465577287
34.13874635508316,-0.7343534464076091
34.6356800783272,-0.7426356751283429
35.139847316321,-0.75103846242824
35.65135336225191,-0.7595635631937552
36.17030504198619,-0.768212757855993
36.696810736379135,-0.776987852762542
37.23098040390987,-0.7858906805547208
37.77292560364584,-0.7949231005503208
38.32275951854136,-0.8040869991319126
38.88059697907539,-0.8133842901408128
39.446554487233456,-0.8228169152767806
40.020750240838545,-0.8323868445035321
40.603304158236256,-0.8420960764601606
41.194337903339154,-0.8519466388785424
41.79397491103588,-0.8619405890068215
42.40234041296995,-0.8720800140390554
43.019561463693776,-0.8823670315511194
43.645766967203606,-0.8928037899429497
44.28108770386051,-0.9033924688872315
44.925656357703296,-0.9141352797846114
45.57960754415897,-0.9250344662255394
46.24307783815673,-0.9360923044588356
46.916205802650886,-0.9473111038670714
47.59913201755929,-0.9586932074488779
48.2919991091228,-0.9702409923082698
48.994951779692144,-0.9819568701510923
49.70813683794838,-0.993843287788696
50.43170322956335,-1.0038881125776498
51.16580206830629,-1.012697298642565
51.910586667603255,-1.0216347138341286
52.666212572556084,-1.0307022246935627
53.432837592427255,-1.0399017249320166
54.21062183359775,-1.0492351358260625
54.999727733004434,-1.0587044066189428
55.80032009206454,-1.0683115149276639
56.61256611109363,-1.0780584671560132
57.43663542422458,-1.0879472989135845
58.27270013483517,-1.0979800754409117
59.120934851490944,-1.108158892040781
59.98151672441161,-1.118485874515829
60.854625482467945,-1.1289631796125048
61.74044347071762,-1.139592995471501
62.63915568848697,-1.1503775420847333
63.55094982800752,-1.16131907175898
64.47601631361456,-1.1724198695862647
65.41454834151656,-1.1836822539210885
66.36674192014335,-1.19510857686461
67.33279591108153,-1.2067012247558682
68.31291207060603,-1.2184626186701621
69.30729509181603,-1.230395214924682
70.31615264738417,-1.2425015055914999
71.33969543292815,-1.2547840190180273
72.37813721101365,-1.2672453203550536
73.43169485579757,-1.2798880120924607
74.50058839832158,-1.2927147346027485
75.5850410724643,-1.3057281666924614
76.68527936156308,-1.3189310261616465
77.80153304571388,-1.3323260703714566
78.93403524975994,-1.345916096820009
80.08302249197895,-1.3597039437266372
81.24873473347871,-1.3736924906246342
82.43141542831228,-1.3878846589626372
83.631311574322,-1.4022834127147534
84.84867376472424,-1.4168917589995809
86.08375624044454,-1.4317127487082244
87.33681694321483,-1.4467494771414677
88.60811756944344,-1.4620050846562112
89.89792362486922,-1.4774827573213207
91.20650448001135,-1.493185727583026
92.53413342642631,-1.5091172749400055
93.88108773378354,-1.5252807266282924
95.24764870777207,-1.5416794583161546
96.63410174885009,-1.5583168948090909
98.04073641184935,-1.5751965107650823
99.46784646644794,-1.5923218314202652
100.9157299585223,-1.5977919438643677
102.3846892723933,-1.5963229845504963
103.87503119397765,-1.5948326426289121
105.38706697485888,-1.593320606848031
106.9211123972911,-1.5917865614255986
108.47748784014826,-1.5902301859827415
110.05651834583462,-1.588651155477055
111.65853368816803,-1.5870491401347215
113.2838684412519,-1.5854238053816376
114.93286204934957,-1.58377481177354
116.60585889777583,-1.5821018149251138
118.3032083848203,-1.5804044654380693
120.0252649947179,-1.578682408828172
121.77238837168096,-1.5769352854512086
123.54494339501002,-1.5751627304278797
125.3433002552969,-1.5733643735675928
127.1678345317375,-1.5715398392911522
129.01892727057012,-1.5696887465523195
130.8969650646548,-1.5678107087582347
132.80234013421236,-1.5659053336886772
134.73545040873742,-1.5639722234141522
136.69669961010442,-1.5620109742127852
